Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2001,Incremento20002001,Floresta2001,Nuvem2001,NaoObservado2001,NaoFloresta2001,Hidrografia2001,Soma 
 28,4.71636,-60.34048,N 4 42 58.90,O 60 20 25.73,Uiramutã,1400704,RR,8117,19.2,0.0,2152.8,0.0,52.8,5884.1,8.1,100
 29,-3.20648,-65.43058,S 3 12 23.33,O 65 25 50.09,Uarini,1304260,AM,10448,198.9,4.8,9717.0,0.0,0.0,100.3,431.8,99
 30,-2.11952,-45.43842,S 2 7 10.27,O 45 26 18.31,Turilândia,2112456,MA,1529,1113.5,1096.0,219.3,0.0,0.1,135.6,60.5,100
 31,-1.47124,-45.40039,S 1 28 16.46,O 45 24 1.40,Turiaçu,2112407,MA,2603,1851.1,1808.6,635.8,0.1,1.3,48.0,66.7,99
 32,-8.35527,-48.19828,S 8 21 18.97,O 48 11 53.81,Tupiratins,1721307,TO,900,0.1,0.0,8.9,0.0,0.0,883.1,7.9,100
 33,-8.94054,-48.28255,S 8 56 25.94,O 48 16 57.18,Tupirama,1721257,TO,715,0.0,0.0,0,0.0,0.0,709.8,5.7,100
 34,-5.60091,-44.82688,S 5 36 3.28,O 44 49 36.77,Tuntum,2112308,MA,3619,995.5,15.7,645.8,0.0,0.2,1933.7,43.8,100
 35,-3.77013,-45.57549,S 3 46 12.47,O 45 34 31.76,Tufilândia,2112274,MA,274,249.0,0.0,0.0,0.0,0.0,25.0,0.0,100
 36,-3.79728,-49.80670,S 3 47 50.21,O 49 48 24.12,Tucuruí,1508100,PA,2095,597.8,34.4,1014.4,0.0,0.0,4.7,478.1,99
 37,-6.81334,-51.41284,S 6 48 48.02,O 51 24 46.22,Tucumã,1508084,PA,2513,2104.9,128.5,400.0,0.0,0.5,0.0,7.6,100
 38,-4.53616,-44.66999,S 4 32 10.18,O 44 40 11.96,Trizidela do Vale,2112233,MA,225,152.8,0.0,0,0.0,72.5,0.0,0.0,100
 39,-5.10620,-55.93385,S 5 6 22.32,O 55 56 1.86,Trairão,1508050,PA,11997,649.4,73.4,11244.3,0.0,0.2,1.1,102.0,100
 40,-0.92904,-46.93052,S 0 55 44.54,O 46 55 49.87,Tracuateua,1508035,PA,858,453.7,2.0,176.2,0.0,18.5,188.8,20.8,100
 41,-16.29768,-52.91830,S 16 17 51.65,O 52 55 5.88,Torixoréu,5108204,MT,2397,0.0,0.0,0,0.0,3.3,2394.2,1.1,100
 42,-2.57583,-67.47268,S 2 34 32.99,O 67 28 21.65,Tonantins,1304237,AM,6619,73.9,6.2,6160.4,0.0,1.6,67.4,315.7,99
 43,-2.66028,-48.25818,S 2 39 37.01,O 48 15 29.45,Tomé-Açu,1508001,PA,5169,2579.5,137.3,2436.3,0.0,152.7,0.1,0.4,99
 44,-6.23192,-47.55419,S 6 13 54.91,O 47 33 15.08,Tocantinópolis,1721208,TO,1085,291.6,0.3,144.5,0.0,0.0,624.0,24.9,100
 45,-9.61778,-48.15994,S 9 37 4.01,O 48 9 35.78,Tocantínia,1721109,TO,2619,0.0,0.0,0,0.0,0.3,2600.5,18.8,100
 46,-10.08860,-62.27984,S 10 5 18.96,O 62 16 47.42,Theobroma,1101609,RO,2217,1541.4,72.7,675.2,0.0,0.0,0.0,0.4,100
 47,-15.90627,-53.44494,S 15 54 22.57,O 53 26 41.78,Tesouro,5108105,MT,3944,0.0,0.0,0,0.0,5.1,3938.9,1.1,100
 48,-1.90481,-56.47418,S 1 54 17.32,O 56 28 27.05,Terra Santa,1507979,PA,1900,296.1,10.6,826.2,0.0,0.2,388.1,389.4,99
 49,-10.49327,-54.98918,S 10 29 35.77,O 54 59 21.05,Terra Nova do Norte,5108055,MT,2551,1817.9,57.2,728.5,0.0,0.0,4.6,0.0,100
 50,-0.99347,-47.84850,S 0 59 36.49,O 47 50 54.60,Terra Alta,1507961,PA,209,151.3,24.7,0.3,0.0,57.4,0.0,0.0,99
 51,-10.93190,-62.25910,S 10 55 54.84,O 62 15 32.76,Teixeirópolis,1101559,RO,464,428.8,7.5,35.2,0.0,0.0,0.0,0.0,100
 52,-4.41301,-65.57764,S 4 24 46.84,O 65 34 39.50,Tefé,1304203,AM,24186,557.1,13.5,22733.5,0.0,1.8,168.9,724.7,100
 53,-8.30801,-45.88700,S 8 18 28.84,O 45 53 13.20,Tasso Fragoso,2112001,MA,4426,0.0,0.0,27.1,0.0,0.0,4398.9,0.0,100
 54,1.31335,-50.92943,N 1 18 48.06,O 50 55 45.95,Tartarugalzinho,1600709,AP,6718,154.6,20.8,3131.6,0.0,16.4,3226.1,189.3,99
 55,-8.26015,-71.43408,S 8 15 36.54,O 71 26 2.69,Tarauacá,1200609,AC,21156,1145.2,30.1,19994.2,0.0,1.9,1.1,13.6,100
 56,-12.58197,-56.49045,S 12 34 55.09,O 56 29 25.62,Tapurah,5108006,MT,4491,1359.2,91.7,2441.1,0.0,0.0,680.6,10.1,99
 57,-5.93398,-65.97188,S 5 56 2.33,O 65 58 18.77,Tapauá,1304104,AM,90962,272.3,5.6,87025.3,0.0,1.9,2161.1,1501.4,100
 58,-14.43270,-58.38021,S 14 25 57.72,O 58 22 48.76,Tangará da Serra,5107958,MT,11333,2046.2,31.0,773.1,0.0,0.0,8512.8,0.9,100
 59,-12.67090,-49.06021,S 12 40 15.24,O 49 3 36.76,Talismã,1720978,TO,2162,0.0,0.0,0,0.0,2161.0,2158.4,0.0,199
 60,-12.15468,-46.97995,S 12 9 16.85,O 46 58 47.82,Taipas do Tocantins,1720937,TO,1123,0.0,0.0,0,0.0,1123.4,1123.5,0.0,200
 61,-2.90336,-48.78385,S 2 54 12.10,O 48 47 1.86,Tailândia,1507953,PA,4451,1495.3,50.3,2955.7,0.0,0.0,0.0,0.0,100
 62,-12.34835,-46.59775,S 12 20 54.06,O 46 35 51.90,Taguatinga,1720903,TO,2458,0.0,0.0,0,0.0,2457.9,2452.3,0.0,199
 63,-4.02878,-69.69786,S 4 1 43.61,O 69 41 52.30,Tabatinga,1304062,AM,3343,142.7,5.7,3117.4,0.0,29.6,1.3,52.0,100
 64,-11.06717,-56.77742,S 11 4 1.81,O 56 46 38.71,Tabaporã,5107941,MT,8231,1427.9,176.4,4556.1,0.0,0.7,2240.1,6.2,100
 65,-6.50222,-44.32649,S 6 30 7.99,O 44 19 35.36,Sucupira do Norte,2111904,MA,1087,0.0,0.0,0,0.0,460.9,1087.8,0.0,142
 66,-12.08831,-48.85414,S 12 5 17.92,O 48 51 14.90,Sucupira,1720853,TO,1030,0.0,0.0,0,0.0,1031.4,1030.8,0.0,200
 67,-0.53599,-48.67721,S 0 32 9.56,O 48 40 37.96,Soure,1507904,PA,3528,31.7,12.4,0,0.0,475.9,2502.9,730.9,106
 68,-12.69331,-55.77741,S 12 41 35.92,O 55 46 38.68,Sorriso,5107925,MT,9349,3502.2,160.8,1727.0,0.0,0.7,4119.1,0.0,100
 69,-5.64773,-47.65314,S 5 38 51.83,O 47 39 11.30,Sítio Novo do Tocantins,1720804,TO,325,282.1,0.9,42.9,0.0,0.0,0.0,0.0,100
 70,-6.27437,-46.55403,S 6 16 27.73,O 46 33 14.51,Sítio Novo,2111805,MA,3141,54.4,0.5,0,0.0,869.1,3063.1,0.0,126
 71,-11.74201,-55.40265,S 11 44 31.24,O 55 24 9.54,Sinop,5107909,MT,3935,1865.8,159.3,1914.5,0.0,0.0,136.3,18.4,99
 72,-2.85099,-58.49614,S 2 51 3.56,O 58 29 46.10,Silves,1304005,AM,3758,399.8,10.5,2630.8,0.0,0.0,128.7,598.7,100
 73,-11.11331,-48.22351,S 11 6 47.92,O 48 13 24.64,Silvanópolis,1720655,TO,1268,0.0,0.0,0,0.0,1262.6,1268.6,0.0,199
 74,-1.88674,-45.04397,S 1 53 12.26,O 45 2 38.29,Serrano do Maranhão,2111789,MA,1221,1085.2,1082.9,119.5,0.1,0.2,2.3,13.7,100
 75,-12.06992,-51.31397,S 12 4 11.71,O 51 18 50.29,Serra Nova Dourada,5107883,MT,1491,252.7,13.0,275.6,0.0,0.0,962.7,0.0,100
 76,1.63998,-52.27148,N 1 38 23.93,O 52 16 17.33,Serra do Navio,1600055,AP,7762,63.5,20.4,7688.7,0.0,0.7,0.0,9.1,100
 77,-11.88579,-63.10785,S 11 53 8.84,O 63 6 28.26,Seringueiras,1101500,RO,3821,860.7,69.1,2265.3,0.0,0.0,695.0,0.0,100
 78,-5.31274,-47.07804,S 5 18 45.86,O 47 4 40.94,Senador La Rocque,2111763,MA,1247,1092.0,0.0,155.0,0.0,0.0,0.0,0.0,100
 79,-3.55820,-51.73873,S 3 33 29.52,O 51 44 19.43,Senador José Porfírio,1507805,PA,14389,254.7,79.2,13661.8,0.0,0.3,84.9,387.3,100
 80,-9.97788,-67.32124,S 9 58 40.37,O 67 19 16.46,Senador Guiomard,1200450,AC,2384,1423.3,71.0,960.7,0.0,0.0,0.0,0.0,100
 81,-9.77147,-69.33204,S 9 46 17.29,O 69 19 55.34,Sena Madureira,1200500,AC,24599,1117.2,42.2,23463.0,0.0,15.8,2.4,0.6,99
 82,-3.93889,-45.26408,S 3 56 20.00,O 45 15 50.69,Satubinha,2111722,MA,447,356.2,0.0,0,0.0,0.0,86.7,4.4,100
 83,-6.83358,-49.56823,S 6 50 0.89,O 49 34 5.63,Sapucaia,1507755,PA,1300,1139.2,2.1,160.8,0.0,0.0,0.0,0.0,100
 84,-12.96091,-58.60201,S 12 57 39.28,O 58 36 7.24,Sapezal,5107875,MT,13636,89.8,6.6,2944.1,0.0,5.7,10595.9,0.5,100
 85,-2.87304,-44.93268,S 2 52 22.94,O 44 55 57.65,São Vicente Ferrer,2111706,MA,393,296.1,296.1,0,0.0,0.0,97.8,0.0,100
 86,-11.77169,-48.22797,S 11 46 18.08,O 48 13 40.69,São Valério da Natividade,1720499,TO,2532,0.0,0.0,0,0.0,2531.7,2532.2,0.0,200
 87,-1.89625,-58.81001,S 1 53 46.50,O 58 48 36.04,São Sebastião do Uatumã,1303957,AM,10776,168.7,17.3,9915.3,0.0,0.5,65.7,625.8,100
 88,-5.24321,-48.32049,S 5 14 35.56,O 48 19 13.76,São Sebastião do Tocantins,1720309,TO,287,135.3,0.1,0.2,0.0,0.0,132.9,18.6,100
 89,-1.43102,-49.60420,S 1 25 51.67,O 49 36 15.12,São Sebastião da Boa Vista,1507706,PA,1636,120.3,119.3,1224.4,0.0,0.3,175.1,115.9,99
 90,-12.54073,-48.35452,S 12 32 26.63,O 48 21 16.27,São Salvador do Tocantins,1720259,TO,1429,0.0,0.0,0,0.0,1431.0,1429.0,0.0,200
 91,-5.02229,-45.02380,S 5 1 20.24,O 45 1 25.68,São Roberto,2111672,MA,229,229.7,0.0,0,0.0,0.0,0.0,0.0,100
 92,-5.10345,-45.06812,S 5 6 12.42,O 45 4 5.23,São Raimundo do Doca Bezerra,2111631,MA,284,279.6,0.0,4.1,0.0,0.3,0.0,0.0,100
 93,-7.05201,-45.66837,S 7 3 7.24,O 45 40 6.13,São Raimundo das Mangabeiras,2111607,MA,3555,0.0,0.0,0,0.0,3556.4,3555.6,0.0,200
 94,-6.85028,-46.80829,S 6 51 1.01,O 46 48 29.84,São Pedro dos Crentes,2111573,MA,987,0.0,0.0,0,0.0,454.5,988.0,0.0,146
 95,-15.96819,-54.74813,S 15 58 5.48,O 54 44 53.27,São Pedro da Cipa,5107404,MT,343,305.6,0.3,6.4,0.0,0.0,31.0,0.0,100
 96,-5.13864,-48.34450,S 5 8 19.10,O 48 20 40.20,São Pedro da Água Branca,2111532,MA,725,445.0,3.3,49.1,0.0,0.9,207.9,22.1,100
 97,-4.73714,-69.52392,S 4 44 13.70,O 69 31 26.11,São Paulo de Olivença,1303908,AM,20467,117.0,13.2,19675.6,0.0,0.3,86.3,587.8,99
 98,-5.54593,-47.56455,S 5 32 45.35,O 47 33 52.38,São Miguel do Tocantins,1720200,TO,400,310.7,3.7,72.3,0.0,0.0,4.2,12.8,99
 99,-11.62070,-62.70568,S 11 37 14.52,O 62 42 20.45,São Miguel do Guaporé,1100320,RO,8102,1658.8,118.3,4644.9,0.0,0.1,1798.2,0.0,99
 100,-1.55275,-47.62771,S 1 33 9.90,O 47 37 39.76,São Miguel do Guamá,1507607,PA,1117,733.7,54.8,0,0.0,382.5,15.2,32.2,104
 101,-3.98602,-44.50422,S 3 59 9.67,O 44 30 15.19,São Mateus do Maranhão,2111508,MA,793,456.5,0.0,0,0.0,223.1,106.9,8.9,100
 102,0.84851,-60.14343,N 0 50 54.64,O 60 8 36.35,São Luiz,1400605,RR,1537,422.7,36.0,1112.1,0.0,0.1,0.0,2.1,100
 103,-4.37947,-44.64014,S 4 22 46.09,O 44 38 24.50,São Luís Gonzaga do Maranhão,2111409,MA,981,643.5,0.0,0.4,0.0,335.4,1.7,0.0,100
 104,-2.62711,-44.30617,S 2 37 37.60,O 44 18 22.21,São Luís,2111300,MA,839,217.5,192.1,330.0,0.0,0.4,0.0,291.1,100
 105,-15.53216,-58.33697,S 15 31 55.78,O 58 20 13.09,São José dos Quatro Marcos,5107107,MT,1284,1169.5,0.9,78.4,0.0,0.0,36.1,0.0,100
 106,-5.01499,-44.55154,S 5 0 53.96,O 44 33 5.54,São José dos Basílios,2111250,MA,366,239.1,0.1,32.4,0.0,81.8,0.0,12.7,100
 107,-10.68304,-52.63992,S 10 40 58.94,O 52 38 23.71,São José do Xingu,5107354,MT,7465,3881.8,33.5,3215.4,0.0,4.6,306.2,57.0,99
 108,-13.43601,-56.79362,S 13 26 9.64,O 56 47 37.03,São José do Rio Claro,5107305,MT,4563,1201.0,34.0,2256.3,0.0,0.0,1103.6,2.1,100
 109,-16.45731,-54.27559,S 16 27 26.32,O 54 16 32.12,São José do Povo,5107297,MT,443,27.3,0.0,0,0.0,0.0,416.1,0.0,100
 110,-2.59520,-44.09279,S 2 35 42.72,O 44 5 34.04,São José de Ribamar,2111201,MA,390,37.7,23.9,145.0,0.0,35.1,0.0,172.2,100
 111,-6.43988,-46.90735,S 6 26 23.57,O 46 54 26.46,São João do Paraíso,2111052,MA,2070,235.3,0.6,39.1,0.0,0.8,1794.8,0.0,100
 112,-3.59710,-46.53744,S 3 35 49.56,O 46 32 14.78,São João do Carú,2111029,MA,620,373.9,17.0,246.1,0.0,0.0,0.0,0.0,100
 113,-5.44170,-48.67711,S 5 26 30.12,O 48 40 37.60,São João do Araguaia,1507508,PA,1288,711.0,37.1,387.3,0.0,0.0,73.7,116.0,100
 114,-0.77509,-47.26758,S 0 46 30.32,O 47 16 3.29,São João de Pirabas,1507474,PA,703,119.8,1.1,203.8,0.0,285.1,12.9,81.4,99
 115,-0.86850,-47.96322,S 0 52 6.60,O 47 57 47.59,São João da Ponta,1507466,PA,197,80.2,5.9,0,0.0,116.7,1.6,11.3,106
 116,0.77051,-59.92018,N 0 46 13.84,O 59 55 12.65,São João da Baliza,1400506,RR,4305,383.3,53.9,3915.8,0.0,0.1,0.4,5.4,100
 117,-3.01337,-44.77539,S 3 0 48.13,O 44 46 31.40,São João Batista,2111003,MA,700,148.6,148.6,57.4,0.0,0.0,358.8,135.2,100
 118,-6.16889,-48.75597,S 6 10 8.00,O 48 45 21.49,São Geraldo do Araguaia,1507458,PA,3181,2352.6,67.0,485.1,0.0,0.0,314.1,29.2,100
 119,0.35952,-68.17017,N 0 21 34.27,O 68 10 12.61,São Gabriel da Cachoeira,1303809,AM,112476,1110.7,67.2,109021.3,1.5,370.6,489.6,1482.3,100
 120,-1.20761,-47.74858,S 1 12 27.40,O 47 44 54.89,São Francisco do Pará,1507409,PA,480,374.9,35.0,0,0.0,105.2,1.3,0.1,100
 121,-12.38020,-62.94649,S 12 22 48.72,O 62 56 47.36,São Francisco do Guaporé,1101492,RO,11095,1603.2,262.1,6324.2,0.0,0.0,3144.7,22.9,100
 122,-5.16989,-47.32265,S 5 10 11.60,O 47 19 21.54,São Francisco do Brejão,2110856,MA,751,697.7,0.0,53.3,0.0,0.0,0.0,0.0,100
 123,-7.46114,-52.46225,S 7 27 40.10,O 52 27 44.10,São Félix do Xingu,1507300,PA,84253,8727.7,1690.4,70791.8,0.0,6.5,3788.0,939.0,100
 124,-10.04361,-46.75224,S 10 2 37.00,O 46 45 8.06,São Félix do Tocantins,1720150,TO,1923,0.0,0.0,0,0.0,1923.1,1923.4,0.0,200
 125,-11.47956,-52.50108,S 11 28 46.42,O 52 30 3.89,São Félix do Araguaia,5107859,MT,16851,3500.3,103.8,7108.4,0.0,0.7,6180.1,61.5,99
 126,-7.10735,-44.88571,S 7 6 26.46,O 44 53 8.56,São Félix de Balsas,2110807,MA,2057,0.0,0.0,12.5,0.0,0.0,2044.5,0.0,100
 127,-11.91634,-61.45463,S 11 54 58.82,O 61 27 16.67,São Felipe D'Oeste,1101484,RO,547,472.2,0.5,74.8,0.0,0.0,0.0,0.0,100
 128,-5.66656,-44.31635,S 5 39 59.62,O 44 18 58.86,São Domingos do Maranhão,2110708,MA,1168,521.8,40.0,553.9,0.0,0.0,92.3,0.0,99
 129,-1.92729,-47.75973,S 1 55 38.24,O 47 45 35.03,São Domingos do Capim,1507201,PA,1686,1136.9,27.9,0,0.0,549.8,15.2,35.9,103
 130,-6.84762,-44.59859,S 6 50 51.43,O 44 35 54.92,São Domingos do Azeitão,2110658,MA,974,0.0,0.0,0,0.0,1071.7,974.2,0.0,210
 131,-5.68166,-48.73065,S 5 40 53.98,O 48 43 50.34,São Domingos do Araguaia,1507151,PA,1397,1151.8,41.0,245.2,0.0,0.0,0.0,0.0,100
 132,-0.82301,-48.03573,S 0 49 22.84,O 48 2 8.63,São Caetano de Odivelas,1507102,PA,752,196.2,31.6,0,0.0,420.7,8.8,313.5,124
 133,-5.94912,-47.79323,S 5 56 56.83,O 47 47 35.63,São Bento do Tocantins,1720101,TO,1112,336.6,2.9,89.3,0.0,1.4,684.7,0.0,100
 134,-2.78496,-44.93574,S 2 47 5.86,O 44 56 8.66,São Bento,2110500,MA,465,362.8,362.7,1.9,0.0,0.0,99.8,0.5,99
 135,-4.81280,-44.48090,S 4 48 46.08,O 44 28 51.24,Santo Antônio dos Lopes,2110302,MA,781,278.6,0.0,1.5,0.0,500.9,0.0,0.0,100
 136,-1.09607,-48.14127,S 1 5 45.85,O 48 8 28.57,Santo Antônio do Tauá,1507003,PA,540,301.4,43.1,0,0.0,239.6,6.8,96.9,119
 137,-16.48613,-55.26485,S 16 29 10.07,O 55 15 53.46,Santo Antônio do Leverger,5107800,MT,12262,960.1,19.4,1180.3,0.0,0.4,10099.5,21.7,100
 138,-14.82013,-53.69196,S 14 49 12.47,O 53 41 31.06,Santo Antônio do Leste,5107792,MT,3597,0.9,0.0,65.9,0.0,0.0,3530.2,0.0,100
 139,-3.08079,-69.06723,S 3 4 50.84,O 69 4 2.03,Santo Antônio do Içá,1303700,AM,12737,125.7,14.4,12004.4,0.0,65.2,90.4,451.3,100
 140,-14.44224,-57.21069,S 14 26 32.06,O 57 12 38.48,Santo Afonso,5107263,MT,1172,878.3,30.0,289.3,0.0,0.0,4.4,0.0,100
 141,-0.90151,-47.34586,S 0 54 5.44,O 47 20 45.10,Santarém Novo,1506906,PA,230,94.4,0.0,0,0.0,138.1,1.9,8.8,105
 142,-2.81346,-55.58935,S 2 48 48.46,O 55 35 21.66,Santarém,1506807,PA,22890,3971.3,206.9,14367.1,0.0,0.3,663.5,3887.8,100
 143,-9.27666,-50.54546,S 9 16 35.98,O 50 32 43.66,Santana do Araguaia,1506708,PA,11609,4969.8,355.1,5765.6,0.0,0.3,808.4,64.9,99
 144,0.17769,-51.42352,N 0 10 39.68,O 51 25 24.67,Santana,1600600,AP,1578,60.4,1.4,532.7,0.0,0.6,940.0,44.3,100
 145,-6.48483,-47.76416,S 6 29 5.39,O 47 45 50.98,Santa Terezinha do Tocantins,1720002,TO,271,70.7,0.9,26.8,0.0,0.5,173.0,0.0,100
 146,-10.28750,-50.98703,S 10 17 15.00,O 50 59 13.31,Santa Terezinha,5107776,MT,6459,1826.1,190.4,3341.9,0.0,0.1,1243.7,47.2,100
 147,-10.29171,-47.74599,S 10 17 30.16,O 47 44 45.56,Santa Tereza do Tocantins,1719004,TO,543,0.0,0.0,0,0.0,0.0,543.7,0.0,100
 148,-11.41267,-48.13864,S 11 24 45.61,O 48 8 19.10,Santa Rosa do Tocantins,1718907,TO,1804,0.0,0.0,0,0.0,1804.2,1804.1,0.0,200
 149,-9.51622,-70.29089,S 9 30 58.39,O 70 17 27.20,Santa Rosa do Purus,1200435,AC,6350,39.8,2.2,6246.3,0.0,28.9,0.1,34.9,100
 150,-13.78307,-55.28772,S 13 46 59.05,O 55 17 15.79,Santa Rita do Trivelato,5107768,MT,4756,506.4,28.4,842.5,0.0,0.0,3407.1,0.0,100
 151,-10.96311,-49.32012,S 10 57 47.20,O 49 19 12.43,Santa Rita do Tocantins,1718899,TO,3285,15.9,1.0,0,0.0,1110.2,3247.0,0.2,133
 152,-3.15407,-44.33057,S 3 9 14.65,O 44 19 50.05,Santa Rita,2110203,MA,718,175.8,144.3,351.8,0.0,0.0,168.6,21.8,100
 153,-8.80099,-47.89796,S 8 48 3.56,O 47 53 52.66,Santa Maria do Tocantins,1718881,TO,1419,0.0,0.0,0,0.0,0.0,1410.6,9.3,100
 154,-1.36579,-47.53045,S 1 21 56.84,O 47 31 49.62,Santa Maria do Pará,1506609,PA,460,370.2,44.3,0,0.0,90.9,0.0,0.0,100
 155,-8.64175,-50.39224,S 8 38 30.30,O 50 23 32.06,Santa Maria das Barreiras,1506583,PA,10351,4448.7,430.6,3344.4,0.0,0.0,2508.9,49.0,99
 156,-2.52815,-45.77625,S 2 31 41.34,O 45 46 34.50,Santa Luzia do Paruá,2110039,MA,908,859.6,491.9,17.4,0.2,0.3,30.5,0.0,100
 157,-1.72515,-46.89921,S 1 43 30.54,O 46 53 57.16,Santa Luzia do Pará,1506559,PA,1367,1210.0,8.2,130.4,0.0,26.6,0.0,0.0,100
 158,-12.14230,-61.72946,S 12 8 32.28,O 61 43 46.06,Santa Luzia D'Oeste,1100296,RO,1207,912.8,5.2,294.2,0.0,0.0,0.0,0.0,100
 159,-4.29175,-45.93682,S 4 17 30.30,O 45 56 12.55,Santa Luzia,2110005,MA,6245,5411.0,37.7,833.6,0.0,0.4,0.0,0.0,100
 160,-0.25129,-64.98731,S 0 15 4.64,O 64 59 14.32,Santa Isabel do Rio Negro,1303601,AM,64130,192.4,5.9,62185.7,101.9,70.9,950.8,628.3,100
 161,-1.36752,-48.12871,S 1 22 3.07,O 48 7 43.36,Santa Isabel do Pará,1506500,PA,720,500.3,53.1,0,0.0,219.9,4.1,20.8,103
 162,-3.85236,-45.42994,S 3 51 8.50,O 45 25 47.78,Santa Inês,2109908,MA,778,766.3,0.0,0,0.0,0.0,8.6,3.5,100
 163,-2.46946,-45.53681,S 2 28 10.06,O 45 32 12.52,Santa Helena,2109809,MA,2335,1370.5,1328.5,227.0,0.3,0.0,629.3,107.9,99
